id,title,abstract,ai_abstract
2511.14302,SAM-Fed: SAM-Guided Federated Semi-Supervised Learning for Medical Image Segmentation,"Medical image segmentation is clinically important, yet data privacy and the cost of expert annotation limit the availability of labeled data. Federated semi-supervised learning (FSSL) offers a solution but faces two challenges: pseudo-label reliability depends on the strength of local models, and client devices often require compact or heterogeneous architectures due to limited computational resources. These constraints reduce the quality and stability of pseudo-labels, while large models, though more accurate, cannot be trained or used for routine inference on client devices. We propose SAM-Fed, a federated semi-supervised framework that leverages a high-capacity segmentation foundation model to guide lightweight clients during training. SAM-Fed combines dual knowledge distillation with an adaptive agreement mechanism to refine pixel-level supervision. Experiments on skin lesion and polyp segmentation across homogeneous and heterogeneous settings show that SAM-Fed consistently outperforms state-of-the-art FSSL methods.",针对医学图像分割中数据隐私、标注成本及客户端资源受限的问题，提出了 SAM-Fed 联邦半监督学习框架。该方法利用大容量分割基础模型（SAM）指导轻量级客户端训练，结合双重知识蒸馏与自适应协议机制优化像素级监督，解决了伪标签质量低及设备异构性难题。在皮肤病变和息肉分割实验中，SAM-Fed 在同构和异构设置下均显著优于现有 FSSL 方法。
2511.14299,"DataSage: Multi-agent Collaboration for Insight Discovery with External Knowledge Retrieval, Multi-role Debating, and Multi-path Reasoning","In today's data-driven era, fully automated end-to-end data analytics, particularly insight discovery, is critical for discovering actionable insights that assist organizations in making effective decisions. With the rapid advancement of large language models (LLMs), LLM-driven agents have emerged as a promising paradigm for automating data analysis and insight discovery. However, existing data insight agents remain limited in several key aspects, often failing to deliver satisfactory results due to: (1) insufficient utilization of domain knowledge, (2) shallow analytical depth, and (3) error-prone code generation during insight generation. To address these issues, we propose DataSage, a novel multi-agent framework that incorporates three innovative features including external knowledge retrieval to enrich the analytical context, a multi-role debating mechanism to simulate diverse analytical perspectives and deepen analytical depth, and multi-path reasoning to improve the accuracy of the generated code and insights. Extensive experiments on InsightBench demonstrate that DataSage consistently outperforms existing data insight agents across all difficulty levels, offering an effective solution for automated data insight discovery.",针对现有数据洞察智能体在领域知识利用、分析深度及代码生成准确性方面的不足，提出了 DataSage 多智能体框架。该框架融合了外部知识检索以丰富分析背景，采用多角色辩论机制模拟多元分析视角以加深分析深度，并利用多路径推理提高代码和洞察生成的准确性。在 InsightBench 上的实验表明，DataSage 在各难度级别上均优于现有智能体，有效提升了自动化数据洞察发现的能力。
2511.14295,AraLingBench A Human-Annotated Benchmark for Evaluating Arabic Linguistic Capabilities of Large Language Models,"We present AraLingBench: a fully human annotated benchmark for evaluating the Arabic linguistic competence of large language models (LLMs). The benchmark spans five core categories: grammar, morphology, spelling, reading comprehension, and syntax, through 150 expert-designed multiple choice questions that directly assess structural language understanding. Evaluating 35 Arabic and bilingual LLMs reveals that current models demonstrate strong surface level proficiency but struggle with deeper grammatical and syntactic reasoning. AraLingBench highlights a persistent gap between high scores on knowledge-based benchmarks and true linguistic mastery, showing that many models succeed through memorization or pattern recognition rather than authentic comprehension. By isolating and measuring fundamental linguistic skills, AraLingBench provides a diagnostic framework for developing Arabic LLMs. The full evaluation code is publicly available on GitHub.",发布了 AraLingBench，一个全人工标注的阿拉伯语语言能力评估基准，涵盖语法、形态学、拼写、阅读理解和句法五个核心类别，包含 150 道专家设计的多选题。对 35 个阿拉伯语及双语 LLM 的评估发现，模型在表层熟练度上表现强劲，但在深层语法推理上遇阻，揭示了知识型得分与真实语言掌握度之间的差距。该基准通过隔离基础语言技能，为开发更真实的阿拉伯语 LLM 提供了诊断框架。
2511.14291,GEN3D: Generating Domain-Free 3D Scenes from a Single Image,"Despite recent advancements in neural 3D reconstruction, the dependence on dense multi-view captures restricts their broader applicability. Additionally, 3D scene generation is vital for advancing embodied AI and world models, which depend on diverse, high-quality scenes for learning and evaluation. In this work, we propose Gen3d, a novel method for generation of high-quality, wide-scope, and generic 3D scenes from a single image. After the initial point cloud is created by lifting the RGBD image, Gen3d maintains and expands its world model. The 3D scene is finalized through optimizing a Gaussian splatting representation. Extensive experiments on diverse datasets demonstrate the strong generalization capability and superior performance of our method in generating a world model and Synthesizing high-fidelity and consistent novel views.",针对神经 3D 重建依赖密集多视角采集的限制，提出了 Gen3d 方法，仅需单张图像即可生成高质量、广域且通用的 3D 场景。该方法首先通过 RGBD 图像提升生成初始点云，随后维护并扩展世界模型，最终利用高斯溅射（Gaussian splatting）优化生成 3D 场景。实验表明，Gen3d 在生成世界模型和合成高保真新视角方面具有强大的泛化能力和优越性能，适用于具身 AI 和世界模型的研究。
2511.14282,Weight Variance Amplifier Improves Accuracy in High-Sparsity One-Shot Pruning,"Deep neural networks achieve outstanding performance in visual recognition tasks, yet their large number of parameters makes them less practical for real-world applications. Recently, one-shot pruning has emerged as an effective strategy for reducing model size without additional training. However, models trained with standard objective functions often suffer a significant drop in accuracy after aggressive pruning. Some existing pruning-robust optimizers, such as SAM, and CrAM, mitigate this accuracy drop by guiding the model toward flatter regions of the parameter space, but they inevitably incur non-negligible additional computations. We propose a Variance Amplifying Regularizer (VAR) that deliberately increases the variance of model parameters during training. Our study reveals an intriguing finding that parameters with higher variance exhibit greater pruning robustness. VAR exploits this property by promoting such variance in the weight distribution, thereby mitigating the adverse effects of pruning. We further provide a theoretical analysis of its convergence behavior, supported by extensive empirical results demonstrating the superior pruning robustness of VAR.",针对深度神经网络单次剪枝（one-shot pruning）导致的精度下降问题，本文提出了一种方差放大正则化器（VAR）。研究发现参数方差越大，剪枝鲁棒性越强。VAR 通过在训练期间刻意增加模型参数的方差来利用这一特性，从而减轻剪枝的不利影响，且无需像 SAM 或 CrAM 那样增加大量计算。理论分析和实证结果均证明 VAR 显著提升了高稀疏度下的模型精度和剪枝鲁棒性。
2511.14276,Comparing Task-Agnostic Embedding Models for Tabular Data,"Recent foundation models for tabular data achieve strong task-specific performance via in-context learning. Nevertheless, they focus on direct prediction by encapsulating both representation learning and task-specific inference inside a single, resource-intensive network. This work specifically focuses on representation learning, i.e., on transferable, task-agnostic embeddings. We systematically evaluate task-agnostic representations from tabular foundation models (TabPFN and TabICL) alongside with classical feature engineering (TableVectorizer) across a variety of application tasks as outlier detection (ADBench) and supervised learning (TabArena Lite). We find that simple TableVectorizer features achieve comparable or superior performance while being up to three orders of magnitude faster than tabular foundation models. The code is available at https://github.com/ContactSoftwareAI/TabEmbedBench.",针对表格数据基础模型计算密集且偏向任务特定预测的问题，本文评估了 TabPFN 和 TabICL 的任务无关嵌入表征能力，并与经典特征工程方法 TableVectorizer 进行对比。在异常检测（ADBench）和监督学习（TabArena Lite）任务上的评估显示，简单的 TableVectorizer 特征在性能上可与基础模型媲美甚至更优，且速度快三个数量级。这表明在追求通用表征时，传统特征工程仍具有极高的效率和竞争力。
2511.14262,Object-Centric World Models for Causality-Aware Reinforcement Learning,"World models have been developed to support sample-efficient deep reinforcement learning agents. However, it remains challenging for world models to accurately replicate environments that are high-dimensional, non-stationary, and composed of multiple objects with rich interactions since most world models learn holistic representations of all environmental components. By contrast, humans perceive the environment by decomposing it into discrete objects, facilitating efficient decision-making. Motivated by this insight, we propose \emph{Slot Transformer Imagination with CAusality-aware reinforcement learning} (STICA), a unified framework in which object-centric Transformers serve as the world model and causality-aware policy and value networks. STICA represents each observation as a set of object-centric tokens, together with tokens for the agent action and the resulting reward, enabling the world model to predict token-level dynamics and interactions. The policy and value networks then estimate token-level cause--effect relations and use them in the attention layers, yielding causality-guided decision-making. Experiments on object-rich benchmarks demonstrate that STICA consistently outperforms state-of-the-art agents in both sample efficiency and final performance.",针对现有世界模型难以准确复现高维、非平稳且富含对象交互环境的问题，受人类离散对象感知启发，提出了 STICA 框架。该框架利用以对象为中心的 Transformer 构建世界模型，将观测分解为对象级 Token 进行动态和交互预测。同时，引入因果感知策略和价值网络，估计 Token 级的因果关系并用于注意力层，实现因果引导决策。在多对象基准测试中，STICA 在样本效率和最终性能上均优于 SOTA 智能体。
2511.14256,PathMind: A Retrieve-Prioritize-Reason Framework for Knowledge Graph Reasoning with Large Language Models,"Knowledge graph reasoning (KGR) is the task of inferring new knowledge by performing logical deductions on knowledge graphs. Recently, large language models (LLMs) have demonstrated remarkable performance in complex reasoning tasks. Despite promising success, current LLM-based KGR methods still face two critical limitations. First, existing methods often extract reasoning paths indiscriminately, without assessing their different importance, which may introduce irrelevant noise that misleads LLMs. Second, while many methods leverage LLMs to dynamically explore potential reasoning paths, they require high retrieval demands and frequent LLM calls. To address these limitations, we propose PathMind, a novel framework designed to enhance faithful and interpretable reasoning by selectively guiding LLMs with important reasoning paths. Specifically, PathMind follows a ""Retrieve-Prioritize-Reason"" paradigm. First, it retrieves a query subgraph from KG through the retrieval module. Next, it introduces a path prioritization mechanism that identifies important reasoning paths using a semantic-aware path priority function, which simultaneously considers the accumulative cost and the estimated future cost for reaching the target. Finally, PathMind generates accurate and logically consistent responses via a dual-phase training strategy, including task-specific instruction tuning and path-wise preference alignment. Extensive experiments on benchmark datasets demonstrate that PathMind consistently outperforms competitive baselines, particularly on complex reasoning tasks with fewer input tokens, by identifying essential reasoning paths.",针对 LLM 在知识图谱推理（KGR）中路径提取噪声大及调用成本高的问题，提出了 PathMind 框架。该框架遵循“检索-排序-推理”范式：通过语义感知路径优先级函数（综合累计成本与未来估算成本）筛选关键路径，减少噪声；采用双阶段训练策略（任务指令微调与路径偏好对齐）生成忠实且逻辑一致的回答。实验表明，PathMind 在复杂推理任务上以更少的输入 Token 实现了超越 SOTA 的性能，显著提升了推理的准确性和可解释性。
2511.14248,Enhancing Regional Airbnb Trend Forecasting Using LLM-Based Embeddings of Accessibility and Human Mobility,"The expansion of short-term rental platforms, such as Airbnb, has significantly disrupted local housing markets, often leading to increased rental prices and housing affordability issues. Accurately forecasting regional Airbnb market trends can thus offer critical insights for policymakers and urban planners aiming to mitigate these impacts. This study proposes a novel time-series forecasting framework to predict three key Airbnb indicators -- Revenue, Reservation Days, and Number of Reservations -- at the regional level. Using a sliding-window approach, the model forecasts trends 1 to 3 months ahead. Unlike prior studies that focus on individual listings at fixed time points, our approach constructs regional representations by integrating listing features with external contextual factors such as urban accessibility and human mobility. We convert structured tabular data into prompt-based inputs for a Large Language Model (LLM), producing comprehensive regional embeddings. These embeddings are then fed into advanced time-series models (RNN, LSTM, Transformer) to better capture complex spatio-temporal dynamics. Experiments on Seoul's Airbnb dataset show that our method reduces both average RMSE and MAE by approximately 48% compared to conventional baselines, including traditional statistical and machine learning models. Our framework not only improves forecasting accuracy but also offers practical insights for detecting oversupplied regions and supporting data-driven urban policy decisions.",针对 Airbnb 扩张对住房市场的影响，提出了一种融合 LLM 嵌入的区域趋势预测框架，用于预测收入、预订天数和预订数量。该方法不仅考虑房源特征，还整合了城市可达性和人类流动性等外部环境因素，将结构化数据转化为 Prompt 输入 LLM 生成区域嵌入，并结合 RNN/LSTM/Transformer 捕捉时空动态。在首尔数据集上的实验显示，该方法较传统基线将 RMSE 和 MAE 降低约 48%，为政策制定者提供了检测供过于求区域的数据支持。
2511.14230,ArbESC+: Arabic Enhanced Edit Selection System Combination for Grammatical Error Correction Resolving conflict and improving system combination in Arabic GEC,"Grammatical Error Correction (GEC) is an important aspect of natural language processing. Arabic has a complicated morphological and syntactic structure, posing a greater challenge than other languages. Even though modern neural models have improved greatly in recent years, the majority of previous attempts used individual models without taking into account the potential benefits of combining different systems. In this paper, we present one of the first multi-system approaches for correcting grammatical errors in Arabic, the Arab Enhanced Edit Selection System Complication (ArbESC+). Several models are used to collect correction proposals, which are represented as numerical features in the framework. A classifier determines and implements the appropriate corrections based on these features. In order to improve output quality, the framework uses support techniques to filter overlapping corrections and estimate decision reliability. A combination of AraT5, ByT5, mT5, AraBART, AraBART+Morph+GEC, and Text editing systems gave better results than a single model alone, with F0.5 at 82.63% on QALB-14 test data, 84.64% on QALB-15 L1 data, and 65.55% on QALB-15 L2 data. As one of the most significant contributions of this work, it's the first Arab attempt to integrate linguistic error correction. Improving existing models provides a practical step towards developing advanced tools that will benefit users and researchers of Arabic text processing.",针对阿拉伯语语法错误纠正（GEC）的复杂性，提出了首个多系统组合框架 ArbESC+。该方法集成 AraT5、ByT5 等多个模型的纠正建议，将其转化为数值特征，并通过分类器选择最佳纠正。利用重叠过滤和决策可靠性估计技术提升质量。在 QALB-14/15 数据集上，F0.5 分数分别达到 82.63% 和 84.64%，显著优于单模型，证明了系统组合在处理复杂形态语言 GEC 中的有效性。
2511.14227,DevPiolt: Operation Recommendation for IoT Devices at Xiaomi Home,"Operation recommendation for IoT devices refers to generating personalized device operations for users based on their context, such as historical operations, environment information, and device status. This task is crucial for enhancing user satisfaction and corporate profits. Existing recommendation models struggle with complex operation logic, diverse user preferences, and sensitive to suboptimal suggestions, limiting their applicability to IoT device operations. To address these issues, we propose DevPiolt, a LLM-based recommendation model for IoT device operations. Specifically, we first equip the LLM with fundamental domain knowledge of IoT operations via continual pre-training and multi-task fine-tuning. Then, we employ direct preference optimization to align the fine-tuned LLM with specific user preferences. Finally, we design a confidence-based exposure control mechanism to avoid negative user experiences from low-quality recommendations. Extensive experiments show that DevPiolt significantly outperforms baselines on all datasets, with an average improvement of 69.5% across all metrics. DevPiolt has been practically deployed in Xiaomi Home app for one quarter, providing daily operation recommendations to 255,000 users. Online experiment results indicate a 21.6% increase in unique visitor device coverage and a 29.1% increase in page view acceptance rates.",针对物联网设备操作推荐中逻辑复杂、用户偏好多样及对次优建议敏感的问题，提出了基于 LLM 的推荐模型 DevPiolt。该方法通过持续预训练和多任务微调赋予 LLM 物联网领域知识，利用直接偏好优化（DPO）对齐用户偏好，并设计基于置信度的曝光控制机制以避免低质推荐。实验显示各项指标平均提升 69.5%。在小米米家 App 实际部署中，覆盖 25.5 万用户，设备覆盖率提升 21.6%，采纳率提升 29.1%。
2511.14221,LLM-Aligned Geographic Item Tokenization for Local-Life Recommendation,"Recent advances in Large Language Models (LLMs) have enhanced text-based recommendation by enriching traditional ID-based methods with semantic generalization capabilities. Text-based methods typically encode item textual information via prompt design and generate discrete semantic IDs through item tokenization. However, in domain-specific tasks such as local-life services, simply injecting location information into prompts fails to capture fine-grained spatial characteristics and real-world distance awareness among items. To address this, we propose LGSID, an LLM-Aligned Geographic Item Tokenization Framework for Local-life Recommendation. This framework consists of two key components: (1) RL-based Geographic LLM Alignment, and (2) Hierarchical Geographic Item Tokenization. In the RL-based alignment module, we initially train a list-wise reward model to capture real-world spatial relationships among items. We then introduce a novel G-DPO algorithm that uses pre-trained reward model to inject generalized spatial knowledge and collaborative signals into LLMs while preserving their semantic understanding. Furthermore, we propose a hierarchical geographic item tokenization strategy, where primary tokens are derived from discrete spatial and content attributes, and residual tokens are refined using the aligned LLM's geographic representation vectors. Extensive experiments on real-world Kuaishou industry datasets show that LGSID consistently outperforms state-of-the-art discriminative and generative recommendation models. Ablation studies, visualizations, and case studies further validate its effectiveness.",针对本地生活推荐中现有文本方法难以捕捉细粒度空间特征的问题，提出了 LGSID 框架。该方法包含 RL 基于地理的 LLM 对齐和分层地理项目 Tokenization。利用列表级奖励模型捕捉空间关系，并通过 G-DPO 算法将空间知识注入 LLM。同时，采用分层 Tokenization 策略，结合离散空间属性与对齐后的 LLM 地理表征向量。在快手数据集上的实验表明，LGSID 在推荐性能上显著优于 SOTA 模型，有效增强了空间感知能力。
2511.14220,Parallelizing Tree Search with Twice Sequential Monte Carlo,"Model-based reinforcement learning (RL) methods that leverage search are responsible for many milestone breakthroughs in RL. Sequential Monte Carlo (SMC) recently emerged as an alternative to the Monte Carlo Tree Search (MCTS) algorithm which drove these breakthroughs. SMC is easier to parallelize and more suitable to GPU acceleration. However, it also suffers from large variance and path degeneracy which prevent it from scaling well with increased search depth, i.e., increased sequential compute. To address these problems, we introduce Twice Sequential Monte Carlo Tree Search (TSMCTS). Across discrete and continuous environments TSMCTS outperforms the SMC baseline as well as a popular modern version of MCTS. Through variance reduction and mitigation of path degeneracy, TSMCTS scales favorably with sequential compute while retaining the properties that make SMC natural to parallelize.",针对序列蒙特卡洛（SMC）在强化学习搜索中存在的方差大和路径退化问题，提出了二次序列蒙特卡洛树搜索（TSMCTS）。该方法通过方差缩减和缓解路径退化，在保持 SMC 易并行化（适合 GPU 加速）特性的同时，显著提升了随搜索深度增加的可扩展性。在离散和连续环境中的实验表明，TSMCTS 优于 SMC 基线及现代 MCTS 变体。
2511.14219,Listen Like a Teacher: Mitigating Whisper Hallucinations using Adaptive Layer Attention and Knowledge Distillation,"The Whisper model, an open-source automatic speech recognition system, is widely adopted for its strong performance across multilingual and zero-shot settings. However, it frequently suffers from hallucination errors, especially under noisy acoustic conditions. Previous works to reduce hallucinations in Whisper-style ASR systems have primarily focused on audio preprocessing or post-processing of transcriptions to filter out erroneous content. However, modifications to the Whisper model itself remain largely unexplored to mitigate hallucinations directly. To address this challenge, we present a two-stage architecture that first enhances encoder robustness through Adaptive Layer Attention (ALA) and further suppresses hallucinations using a multi-objective knowledge distillation (KD) framework. In the first stage, ALA groups encoder layers into semantically coherent blocks via inter-layer correlation analysis. A learnable multi-head attention module then fuses these block representations, enabling the model to jointly exploit low- and high-level features for more robust encoding. In the second stage, our KD framework trains the student model on noisy audio to align its semantic and attention distributions with a teacher model processing clean inputs. Our experiments on noisy speech benchmarks show notable reductions in hallucinations and word error rates, while preserving performance on clean speech. Together, ALA and KD offer a principled strategy to improve Whisper's reliability under real-world noisy conditions.",针对 Whisper 模型在噪声环境下易产生幻觉的问题，提出了结合自适应层注意力（ALA）和知识蒸馏（KD）的双阶段架构。ALA 通过层间相关性分析将编码器层分组，并利用可学习多头注意力融合特征，增强编码鲁棒性。多目标 KD 框架利用处理纯净输入的教师模型指导处理噪声输入的学生模型，对齐语义和注意力分布。实验表明，该方法在噪声基准上显著减少了幻觉和词错误率，同时保持了纯净语音的性能，直接优化了模型本身的可靠性。
2511.14218,Bridging the Gap Between Bayesian Deep Learning and Ensemble Weather Forecasts,"Weather forecasting is fundamentally challenged by the chaotic nature of the atmosphere, necessitating probabilistic approaches to quantify uncertainty. While traditional ensemble prediction (EPS) addresses this through computationally intensive simulations, recent advances in Bayesian Deep Learning (BDL) offer a promising but often disconnected alternative. We bridge these paradigms through a unified hybrid Bayesian Deep Learning framework for ensemble weather forecasting that explicitly decomposes predictive uncertainty into epistemic and aleatoric components, learned via variational inference and a physics-informed stochastic perturbation scheme modeling flow-dependent atmospheric dynamics, respectively. We further establish a unified theoretical framework that rigorously connects BDL and EPS, providing formal theorems that decompose total predictive uncertainty into epistemic and aleatoric components under the hybrid BDL framework. We validate our framework on the large-scale 40-year ERA5 reanalysis dataset (1979-2019) with 0.25° spatial resolution. Experimental results show that our method not only improves forecast accuracy and yields better-calibrated uncertainty quantification but also achieves superior computational efficiency compared to state-of-the-art probabilistic diffusion models. We commit to making our code open-source upon acceptance of this paper.",针对天气预报中的不确定性量化，提出了统一混合贝叶斯深度学习（BDL）框架，连接了传统集合预报（EPS）与 BDL。该框架通过变分推断学习认知不确定性，并通过模拟流依赖大气动力学的物理感知随机扰动方案学习偶然不确定性。理论上建立了 BDL 与 EPS 的联系，并在 ERA5 数据集上进行了验证。结果显示，该方法在预测精度、不确定性校准及计算效率上均优于 SOTA 概率扩散模型，有效实现了高效可靠的集合天气预报。
2511.14214,Do Large Language Models (LLMs) Understand Chronology?,"Large language models (LLMs) are increasingly used in finance and economics, where prompt-based attempts against look-ahead bias implicitly assume that models understand chronology. We test this fundamental question with a series of chronological ordering tasks with increasing complexities over facts the model already knows from pre-training. Our tasks cover (1) chronological ordering, (2) conditional sorting (filter, then order), and (3) anachronism detection. We evaluate GPT-4.1, Claude-3.7 Sonnet, with and without Extended Thinking (ET), and GPT-5 across multiple reasoning-effort settings. Across models, Exact match rate drops sharply as sequences lengthen even while rank correlations stay high as LLMs largely preserve local order but struggle to maintain a single globally consistent timeline. In conditional sorting, most failures stem from the filtering step rather than the ordering step, but GPT-5 and Claude-3.7 Sonnet with Extended Thinking outshine normal models significantly. Lastly, anachronism detection is found to be the easiest task for the LLMs but performance still declines with increasingly overlapping timelines or entities. Overall, our main contribution is showing that allocating explicit reasoning budget helps with chronological ordering with GPT-5 at medium/high reasoning effort achieving flawless ordering at all lengths and perfect conditional sorting (both self-filtered and given-subset), whereas low/minimal effort degrades with longer lists, mirroring earlier models. Our findings delineate limits of current LLMs on chronological tasks, providing insights into task complexity, and demonstrate scenarios in which reasoning helps. These patterns are important for the real-time application of LLMs in finance. We release all code and evaluation templates to support full reproducibility.",针对 LLM 是否真正理解时间顺序的问题，通过时间排序、条件排序和时代错乱检测任务进行了系统测试。结果发现，随着序列变长，精确匹配率急剧下降，模型虽能保持局部顺序但难以维持全局一致的时间线。GPT-5 和带 Extended Thinking 的 Claude-3.7 在高推理预算下表现显著优于普通模型，能实现完美排序和条件筛选。研究表明分配显式推理预算对处理时间顺序至关重要，这对金融等领域的实时应用具有重要意义。
2511.14210,"Orion: A Unified Visual Agent for Multimodal Perception, Advanced Visual Reasoning and Execution","We introduce Orion, a visual agent framework that can take in any modality and generate any modality. Using an agentic framework with multiple tool-calling capabilities, Orion is designed for visual AI tasks and achieves state-of-the-art results. Unlike traditional vision-language models that produce descriptive outputs, Orion orchestrates a suite of specialized computer vision tools, including object detection, keypoint localization, panoptic segmentation, Optical Character Recognition, and geometric analysis, to execute complex multi-step visual workflows. The system achieves competitive performance on MMMU, MMBench, DocVQA, and MMLongBench while extending monolithic vision-language models to production-grade visual intelligence. By combining neural perception with symbolic execution, Orion enables autonomous visual reasoning, marking a transition from passive visual understanding to active, tool-driven visual intelligence.",Orion 是一个统一的视觉智能体框架，具备全模态输入输出能力和多工具调用功能。与仅输出描述的传统 VLM 不同，Orion 编排目标检测、关键点定位、全景分割、OCR 和几何分析等专用视觉工具，执行复杂的多步视觉工作流。通过结合神经感知与符号执行，Orion 实现了自主视觉推理，在 MMMU、DocVQA 等基准上表现出色，标志着从被动视觉理解向主动、工具驱动的生产级视觉智能的转变。
2511.14203,Multi-Scale Correlation-Aware Transformer for Maritime Vessel Re-Identification,"Maritime vessel re-identification (Re-ID) plays a crucial role in advancing maritime monitoring and intelligent situational awareness systems. However, some existing vessel Re-ID methods are directly adapted from pedestrian-focused algorithms, making them ill-suited for mitigating the unique problems present in vessel images, particularly the greater intra-identity variations and more severe missing of local parts, which lead to the emergence of outlier samples within the same identity. To address these challenges, we propose the Multi-scale Correlation-aware Transformer Network (MCFormer), which explicitly models multi-scale correlations across the entire input set to suppress the adverse effects of outlier samples with intra-identity variations or local missing, incorporating two novel modules, the Global Correlation Module (GCM), and the Local Correlation Module (LCM). Specifically, GCM constructs a global similarity affinity matrix across all input images to model global correlations through feature aggregation based on inter-image consistency, rather than solely learning features from individual images as in most existing approaches. Simultaneously, LCM mines and aligns local features of positive samples with contextual similarity to extract local correlations by maintaining a dynamic memory bank, effectively compensating for missing or occluded regions in individual images. To further enhance feature robustness, MCFormer integrates global and local features that have been respectively correlated across multiple scales, effectively capturing latent relationships among image features. Experiments on three benchmarks demonstrate that MCFormer achieves state-of-the-art performance.",针对海上船舶重识别（Re-ID）中存在的类内差异大及局部缺失严重问题，提出了多尺度相关感知 Transformer 网络（MCFormer）。通过全局相关模块（GCM）构建全局相似性亲和矩阵，利用图像间一致性聚合特征；通过局部相关模块（LCM）利用动态记忆库挖掘正样本上下文相似性，补偿缺失区域。MCFormer 融合多尺度全局与局部特征，有效抑制了离群样本影响，在三个基准测试中达到了 SOTA 性能。
2511.14199,HFL-FlowLLM: Large Language Models for Network Traffic Flow Classification in Heterogeneous Federated Learning,"In modern communication networks driven by 5G and the Internet of Things (IoT), effective network traffic flow classification is crucial for Quality of Service (QoS) management and security. Traditional centralized machine learning struggles with the distributed data and privacy concerns in these heterogeneous environments, while existing federated learning approaches suffer from high costs and poor generalization. To address these challenges, we propose HFL-FlowLLM, which to our knowledge is the first framework to apply large language models to network traffic flow classification in heterogeneous federated learning. Compared to state-of-the-art heterogeneous federated learning methods for network traffic flow classification, the proposed approach improves the average F1 score by approximately 13%, demonstrating compelling performance and strong robustness. When compared to existing large language models federated learning frameworks, as the number of clients participating in each training round increases, the proposed method achieves up to a 5% improvement in average F1 score while reducing the training costs by about 87%. These findings prove the potential and practical value of HFL-FlowLLM in modern communication networks security.",针对异构环境下网络流量分类的隐私与泛化难题，提出了 HFL-FlowLLM 框架，首次将 LLM 应用于异构联邦学习中的流量分类。实验表明，该方法较 SOTA 异构联邦学习方法 F1 分数提升约 13%；相比现有 LLM 联邦框架，在增加参与客户端数量时 F1 提升 5% 且训练成本降低 87%，验证了其在 5G/IoT 网络安全管理中的高效性与鲁棒性。
2511.14198,DiverseClaire: Simulating Students to Improve Introductory Programming Course Materials for All CS1 Learners,"Although CS programs are booming, introductory courses like CS1 still adopt a one-size-fits-all formats that can exacerbate cognitive load and discourage learners with autism, ADHD, dyslexia and other neurological conditions. These call for compassionate pedagogies and Universal Design For Learning (UDL) to create learning environments and materials where cognitive diversity is welcomed. To address this, we introduce DiverseClaire a pilot study, which simulates students including neurodiverse profiles using LLMs and diverse personas. By leveraging Bloom's Taxonomy and UDL, DiverseClaire compared UDL-transformed lecture slides with traditional formats. To evaluate DiverseClaire controlled experiments, we used the evaluation metric the average score. The findings revealed that the simulated neurodiverse students struggled with learning due to lecture slides that were in inaccessible formats. These results highlight the need to provide course materials in multiple formats for diverse learner preferences. Data from our pilot study will be made available to assist future CS1 instructors.",针对 CS1 课程“一刀切”教学材料对神经多样性（如自闭症、ADHD）学生造成的认知负担，提出了 DiverseClaire 试点研究。利用 LLM 和多样化角色模拟神经多样性学生，结合布鲁姆分类法和通用学习设计（UDL），对比了 UDL 转化课件与传统课件。实验发现模拟学生在传统格式下学习困难，强调了提供多格式教材的必要性。
2511.14186,Few-Shot Precise Event Spotting via Unified Multi-Entity Graph and Distillation,"Precise event spotting (PES) aims to recognize fine-grained events at exact moments and has become a key component of sports analytics. This task is particularly challenging due to rapid succession, motion blur, and subtle visual differences. Consequently, most existing methods rely on domain-specific, end-to-end training with large labeled datasets and often struggle in few-shot conditions due to their dependence on pixel- or pose-based inputs alone. However, obtaining large labeled datasets is practically hard. We propose a Unified Multi-Entity Graph Network (UMEG-Net) for few-shot PES. UMEG-Net integrates human skeletons and sport-specific object keypoints into a unified graph and features an efficient spatio-temporal extraction module based on advanced GCN and multi-scale temporal shift. To further enhance performance, we employ multimodal distillation to transfer knowledge from keypoint-based graphs to visual representations. Our approach achieves robust performance with limited labeled data and significantly outperforms baseline models in few-shot settings, providing a scalable and effective solution for few-shot PES. Code is publicly available at https://github.com/LZYAndy/UMEG-Net.",针对少样本精确事件定位（PES）中数据稀缺和视觉挑战，提出了统一多实体图网络（UMEG-Net）。该网络将人体骨骼和运动特定对象关键点整合为统一图结构，利用改进的 GCN 和多尺度时间移位模块提取时空特征。通过多模态蒸馏将关键点图知识迁移至视觉表征，显著提升了少样本条件下的鲁棒性和准确性，为体育分析提供了可扩展的解决方案。
